1	000000201637
2	000000414882
3	000000095561
4	000000401068
5	000000543330
6	000000453824
7	000000475064
8	000000494634
9	000000240107
10	000000522751
11	000000077951
12	000000051028
13	000000036460
14	000000088252
15	000000055545
16	000000274331
17	000000512248
18	000000415613
19	000000541837
20	000000551602
21	000000357829
22	000000181132
23	000000285302
24	000000317639
25	000000182233
26	000000303520
27	000000516681
28	000000458410
29	000000209162
30	000000527260
31	000000309696
32	000000004134
33	000000137260
34	000000021498
35	000000244019
36	000000467000
37	000000357254
38	000000198972
39	000000495578
40	000000170127
41	000000119402
42	000000183437
43	000000189752
44	000000133485
45	000000557965
46	000000174313
47	000000169606
48	000000303439
49	000000574095
50	000000386707
51	000000321742
52	000000421131
53	000000444895
54	000000346702
55	000000074332
56	000000001779
57	000000421139
58	000000469577
59	000000012927
60	000000074120
61	000000355370
62	000000171298
63	000000378701
64	000000155451
65	000000563604
66	000000186950
67	000000387470
68	000000277051
69	000000047226
70	000000368049
71	000000174042
72	000000121152
73	000000035594
74	000000400916
75	000000123642
76	000000551957
77	000000424146
78	000000503183
79	000000285844
80	000000434148
81	000000028957
82	000000220678
83	000000071929
84	000000229255
85	000000109648
86	000000040037
87	000000456816
88	000000290163
89	000000056891
90	000000275025
91	000000170630
92	000000117286
93	000000108965
94	000000403078
95	000000371036
96	000000062703
97	000000198176
98	000000335041
99	000000053082
100	000000522418
101	000000163970
102	000000227460
103	000000208560
104	000000413124
105	000000487333
106	000000516592
107	000000422689
108	000000207486
109	000000356094
110	000000549232
111	000000300157
112	000000078720
113	000000222043
114	000000363343
115	000000078843
116	000000527846
117	000000559416
118	000000418219
119	000000006040
120	000000174420
121	000000329138
122	000000195297
123	000000246809
124	000000239466
125	000000394033
126	000000091756
127	000000325991
128	000000316404
129	000000451102
130	000000130524
131	000000125778
132	000000133244
133	000000244834
134	000000404702
135	000000364297
136	000000011788
137	000000257971
138	000000009891
139	000000251856
140	000000002431
141	000000437898
142	000000484754
143	000000207937
144	000000517967
145	000000564419
146	000000335427
147	000000389256
148	000000102848
149	000000480643
150	000000342403
151	000000529457
152	000000405762
153	000000338191
154	000000213951
155	000000197774
156	000000360512
157	000000412285
158	000000057672
159	000000444126
160	000000210228
161	000000022158
162	000000088846
163	000000398440
164	000000121827
165	000000218703
166	000000094336
167	000000049006
168	000000050975
169	000000189550
170	000000064779
171	000000300725
172	000000346138
173	000000006397
174	000000102159
175	000000219473
176	000000465552
177	000000423576
178	000000326863
179	000000310342
180	000000205134
181	000000474119
182	000000060434
183	000000109753
184	000000253426
185	000000037988
186	000000257137
187	000000056302
188	000000039731
189	000000397809
190	000000344194
191	000000251065
192	000000230585
193	000000393511
194	000000407976
195	000000209221
196	000000554006
197	000000383324
198	000000459500
199	000000465093
200	000000324476
201	000000416467
202	000000048636
203	000000374249
204	000000217561
205	000000357943
206	000000484674
207	000000043314
208	000000333436
209	000000371497
210	000000452784
211	000000301155
212	000000560819
213	000000356428
214	000000164095
215	000000126512
216	000000155007
217	000000160811
218	000000349152
219	000000287967
220	000000076329
221	000000499365
222	000000355272
223	000000323263
224	000000230987
225	000000253432
226	000000458632
227	000000418288
228	000000445597
229	000000443240
230	000000134460
231	000000450620
232	000000002157
233	000000369594
234	000000286820
235	000000418152
236	000000500477
237	000000120777
238	000000416311
239	000000052827
240	000000178941
241	000000116046
242	000000195559
243	000000560637
244	000000411086
245	000000408112
246	000000053580
247	000000265151
248	000000288408
249	000000554142
250	000000407960
251	000000580388
252	000000306383
253	000000469803
254	000000083658
255	000000321307
256	000000210846
257	000000019129
258	000000051304
259	000000219426
260	000000221554
261	000000395291
262	000000243569
263	000000219283
264	000000059201
265	000000314515
266	000000515038
267	000000236505
268	000000122467
269	000000300408
270	000000109425
271	000000133380
272	000000561214
273	000000341856
274	000000116377
275	000000145862
276	000000402328
277	000000437893
278	000000193380
279	000000439623
280	000000107907
281	000000109092
282	000000393226
283	000000142500
284	000000482134
285	000000147058
286	000000213156
287	000000381257
288	000000003014
289	000000456768
290	000000199442
291	000000500680
292	000000236370
293	000000573930
294	000000331162
295	000000212462
296	000000224368
297	000000152623
298	000000231945
299	000000493772
300	000000458861
301	000000361885
302	000000227686
303	000000143554
304	000000358024
305	000000430341
306	000000366157
307	000000092416
308	000000315864
309	000000328797
310	000000358750
311	000000548795
312	000000266348
313	000000534038
314	000000260247
315	000000326420
316	000000420002
317	000000200023
318	000000314192
319	000000472803
320	000000385322
321	000000292590
322	000000466981
323	000000395831
324	000000395283
325	000000024157
326	000000558635
327	000000472960
328	000000345252
329	000000037437
330	000000476299
331	000000166320
332	000000404437
333	000000215353
334	000000522727
335	000000481550
336	000000475906
337	000000372161
338	000000297520
339	000000192656
340	000000427796
341	000000488736
342	000000249672
343	000000147879
344	000000516026
345	000000095805
346	000000577028
347	000000426714
348	000000325239
349	000000014007
350	000000070158
351	000000326941
352	000000461092
353	000000504224
354	000000465199
355	000000292005
356	000000033717
357	000000437910
358	000000148067
359	000000094052
360	000000365456
361	000000291866
362	000000026045
363	000000056373
364	000000329903
365	000000261186
366	000000414709
367	000000194704
368	000000241129
369	000000173445
370	000000046323
371	000000132132
372	000000513381
373	000000254172
374	000000092014
375	000000368153
376	000000232842
377	000000348522
378	000000488360
379	000000537860
380	000000086602
381	000000323919
382	000000333630
383	000000463527
384	000000229342
385	000000181256
386	000000561208
387	000000069926
388	000000421923
389	000000579885
390	000000321543
391	000000481911
392	000000060069
393	000000265635
394	000000153026
395	000000092053
396	000000153685
397	000000411241
398	000000308645
399	000000409030
400	000000127785
401	000000510955
402	000000261779
403	000000153973
404	000000150212
405	000000112298
406	000000134034
407	000000501420
408	000000152211
409	000000423740
410	000000229968
411	000000551910
412	000000463825
413	000000154419
414	000000221820
415	000000527575
416	000000478862
417	000000094405
418	000000361055
419	000000410016
420	000000014041
421	000000356368
422	000000078371
423	000000405196
424	000000000641
425	000000108758
426	000000576672
427	000000185546
428	000000141143
429	000000378709
430	000000288584
431	000000150314
432	000000365685
433	000000415179
434	000000295599
435	000000445933
436	000000209041
437	000000238980
438	000000109750
439	000000322352
440	000000296724
441	000000381630
442	000000429710
443	000000243456
444	000000386032
445	000000140490
446	000000289337
447	000000203636
448	000000204661
449	000000130432
450	000000517821
451	000000109361
452	000000020307
453	000000289572
454	000000397994
455	000000461477
456	000000230240
457	000000054344
458	000000145405
459	000000074638
460	000000255827
461	000000566651
462	000000570115
463	000000422157
464	000000421431
465	000000353347
466	000000190499
467	000000058001
468	000000044823
469	000000178592
470	000000079024
471	000000210915
472	000000434786
473	000000107339
474	000000356380
475	000000271986
476	000000170401
477	000000182167
478	000000091374
479	000000519838
480	000000570110
481	000000190951
482	000000242940
483	000000373375
484	000000153486
485	000000030143
486	000000152866
487	000000181805
488	000000404889
489	000000346968
490	000000573756
491	000000161129
492	000000014880
493	000000096539
494	000000238332
495	000000201318
496	000000000675
497	000000531929
498	000000534801
499	000000324872
500	000000355919
501	000000231685
502	000000197840
503	000000524392
504	000000172856
505	000000076822
506	000000538888
507	000000315072
508	000000401320
509	000000525927
510	000000483945
511	000000181446
512	000000139440
513	000000309222
514	000000252927
515	000000029059
516	000000152749
517	000000465179
518	000000124002
519	000000475658
520	000000061181
521	000000350607
522	000000189936
523	000000463151
524	000000160190
525	000000478922
526	000000083364
527	000000011525
528	000000301799
529	000000027897
530	000000010779
531	000000227590
532	000000456991
533	000000428067
534	000000239148
535	000000406616
536	000000090062
537	000000005961
538	000000539196
539	000000445371
540	000000531070
541	000000254609
542	000000500826
543	000000261453
544	000000483941
545	000000078093
546	000000401037
547	000000175948
548	000000140664
549	000000204804
550	000000067252
551	000000311205
552	000000261982
553	000000399636
554	000000110482
555	000000438707
556	000000120162
557	000000204186
558	000000409475
559	000000550001
560	000000037958
561	000000240764
562	000000275198
563	000000035891
564	000000012471
565	000000253665
566	000000168162
567	000000324291
568	000000163798
569	000000068217
570	000000574216
571	000000025990
572	000000451648
573	000000561437
574	000000379120
575	000000264771
576	000000009707
577	000000071021
578	000000429505
579	000000469543
580	000000211042
581	000000347163
582	000000290570
583	000000311744
584	000000435034
585	000000244592
586	000000523938
587	000000076513
588	000000377497
589	000000107004
590	000000012020
591	000000143119
592	000000163012
593	000000363991
594	000000190111
595	000000546524
596	000000025378
597	000000339965
598	000000281429
599	000000235751
600	000000562870
601	000000449708
602	000000293852
603	000000342460
604	000000509131
605	000000116341
606	000000467863
607	000000051040
608	000000365182
609	000000555894
610	000000372294
611	000000534268
612	000000503278
613	000000386912
614	000000486400
615	000000295675
616	000000365018
617	000000089032
618	000000189209
619	000000371046
620	000000220819
621	000000116439
622	000000049810
623	000000004509
624	000000424378
625	000000167781
626	000000051181
627	000000291834
628	000000485142
629	000000264599
630	000000165681
631	000000271643
632	000000202329
633	000000203372
634	000000267694
635	000000226848
636	000000045467
637	000000481563
638	000000471446
639	000000208995
640	000000061503
641	000000216326
642	000000238537
643	000000291833
644	000000071687
645	000000430856
646	000000152398
647	000000406647
648	000000031667
649	000000428015
650	000000051191
651	000000576084
652	000000337274
653	000000141651
654	000000433374
655	000000338220
656	000000467467
657	000000438567
658	000000053994
659	000000025165
660	000000358209
661	000000276151
662	000000189932
663	000000240501
664	000000392174
665	000000561050
666	000000445433
667	000000166323
668	000000281534
669	000000188906
670	000000072514
671	000000343706
672	000000112664
673	000000181786
674	000000174603
675	000000559884
676	000000060835
677	000000113756
678	000000258290
679	000000086472
680	000000437331
681	000000099515
682	000000227901
683	000000547047
684	000000056443
685	000000522301
686	000000469599
687	000000458572
688	000000503008
689	000000525286
690	000000560677
691	000000003964
692	000000081956
693	000000101622
694	000000056326
695	000000346175
696	000000400472
697	000000411201
698	000000376625
699	000000502317
700	000000551518
701	000000123836
702	000000172595
703	000000471814
704	000000397109
705	000000001425
706	000000500330
707	000000307364
708	000000252629
709	000000274418
710	000000239656
711	000000554859
712	000000142903
713	000000578092
714	000000126434
715	000000468603
716	000000553522
717	000000341857
718	000000467848
719	000000372191
720	000000091402
721	000000293703
722	000000385098
723	000000446574
724	000000334062
725	000000409963
726	000000519208
727	000000154423
728	000000098599
729	000000351903
730	000000457178
731	000000074092
732	000000227044
733	000000434746
734	000000070187
735	000000232790
736	000000572671
737	000000157093
738	000000524387
739	000000075888
740	000000310059
741	000000542939
742	000000296192
743	000000004916
744	000000400976
745	000000407149
746	000000359238
747	000000512254
748	000000428241
749	000000190705
750	000000490337
751	000000044732
752	000000436858
753	000000305351
754	000000127496
755	000000533811
756	000000243090
757	000000472772
758	000000234889
759	000000368041
760	000000446265
761	000000559656
762	000000003580
763	000000271248
764	000000121632
765	000000435957
766	000000118846
767	000000300124
768	000000346880
769	000000113473
770	000000202748
771	000000531036
772	000000117201
773	000000275034
774	000000421976
775	000000368459
776	000000143010
777	000000119081
778	000000381615
779	000000461774
780	000000550349
781	000000213091
782	000000551987
783	000000499031
784	000000515424
785	000000310082
786	000000221132
787	000000304633
788	000000314876
789	000000393523
790	000000469134
791	000000424683
792	000000298924
